"820842351572713473": "['want another blunt', '1']",
"487720169892896768": "['A University Place teacher is facing drug charges. 33-yo Brian Bennett is charged with dealing oxycodone pills (1/2) ~cw', '0']",
"489614072606773248": "['Taking oxycodone just at bedtime seems to be working for pain, without getting addicted again. Anyone know the relative strength versus DHC?', '0']",
"468714741779533824": "['“@ScottCarasik: Adderall is on the banned list for the NFL, but tons of players take it with a theraputic uae waiver.” Vyvanse too.', '0']",
"825931269020192769": "['Just me, myself and my blunt.', '1']",
"819552314184888321": "['I love marijuana..', '1']",
"452982923843493888": "['You know what sucks? When you take Adderall to focus and get your homework done but it doesn't help 😠👎', '0']",
"817430320744173568": "['Say NO to Fentanyl! Who in the hell presctibes Fentanyl tabs?! https://t.co/tdcgoDmIyL', '0']",
"507593606790905856": "['@_AccordingtoJAS lol adderall is too much. I run on the fact I don't wanna be poor no more. 😩 that's my drug to keep me going lol', '0']",
"822510810866053120": "['I made a pretty dope /Best Of/ @KillerMike mix yesterday', '0']",
"457421455484256256": "['So my pharmacy closed early and i wasnt able to refill my 300 MG's of seroquel so now I've had 20 MG's of Valium trying to sleep to no avail', '0']",
"514584554787856384": "['i need adderall or cocaine to power through this studying. whatever wakes me up and is available.', '0']",
"498435503784755200": "['i'd take a seroquel nap but I want to see daylight when I awaken. 😾💊☁', '0']",
"823530738347896832": "['A year  ago today I had the best acid trip of my life.', '1']",
"511797901215813632": "['Some sketchy dude on the bus is handing out pills to all the other sketchy dudes in the back of the bus. What up seroquel', '1']",
"815958626087079936": "['The games today are dope', '0']",
"454306586605809664": "['My teacher didn't know what molly was, nor did she know that people that don't have ADD take Adderall', '0']",
"525889547654406144": "['AstraZeneca Submits An NDA For Sustained Release Formulation SEROQUEL SR(TM) For The Treatment Of Schizophrenia', '0']",
"826567505707663360": "['haven't smoked yet today. it's bout time for blunt:30', '1']",
"817579038185123840": "['woke up , got pizza now smoking a blunt', '1']",
"461311868661809152": "['Starting back school.\n**Visits Family Physician**\n/I\'m going back to school.  I\'m here for my Adderall prescription and Marijuana card.', '0']",
"449276512080912384": "['Lol I need enough adderall to get me through this last quarter because I'm so done with this highschool thing', '1']",
"527915460646682624": "['My side was hurting so bad that I had to take a oxycodone pill and a blunt .. Lorddd I'm fucked up lawd I'm trying to hit #MuseumBar 2night', '0']",
"818434572371292160": "['I'm down to my last blunt 😔', '1']",
"451518239039037440": "['where did my seroquel go how the fuck did i lose an entire bottle of pills', '0']",
"475831041395924992": "['Tim Duncan looks like he's on adderall every time he plays haha', '0']",
"512956735284580352": "['My doctor says quetiapine causes weight gain and I had blood taken on Wednesday to check my thyroid. They can fix that, right?', '0']",
"539559578137288705": "['Bring me adderall so i can survive the next two weeks', '1']",
"518091897395773440": "['I definitely need to get my hands on some Adderall like today.', '1']",
"821256866034380800": "['Who wants to smoke a blunt 😙', '1']",
"540574094337794048": "['Busted out a 3 and a half page paper in an hour and ten minutes. Thanks you adderall 💊 #finals', '1']",
"457835193513299968": "['@Were_Horse @fuzz_walk @rabbitsoup_zola Definitely the quetiapine is a problem. But since I need it am prepared to put up with bring bigger.', '0']",
"822138818426007552": "['HE JUST ATE THE WEED LMFAOOOO', '1']",
"481325027452006400": "['Adderall had me adding a picture to all my contacts. &amp; it's completed.', '0']",
"822928770436730880": "['I love heroin movies', '0']",
"823380849110368256": "['@Samanthagripe the weed socks. i like it', '1']",
"461119108889587712": "['@owlstrokebear @montylukies Recently when my fluoxetine (Prozac) wasn’t working as well as it used to, I got put on Seroquel as well #zombie', '0']",
"474666352343785472": "['When I'm on adderall I have to be around a shit ton of people', '0']",
"527613735582437376": "['Took adderall &amp; took an hour to make my face look like a leopard instead of taking an hour to do my homework..😅', '1']",
"823903760271495168": "['I'm gonna blow up today', '0']",
"818927942436847616": "['First blunt in days', '1']",
"817110752460816384": "['Bring me food I have weed', '1']",
"820373625568104448": "['Bored who trying to smoke a blunt', '1']",
"487486117101711361": "['So the doctor prescribed me some oxycodone so you could say I'm pretty much a drug addict...', '0']",
"480081661233618944": "['@SoundMindzsite seroquel messed w my heart...may have been upped to fast but lithium I've been on for yrs now', '0']",
"815468031254134784": "['I'm trying to smoke my last blunt tn', '1']",
"508531586141544448": "['@DK_AD_ not into pills at all. I have mad oxycodone here and they don't do nothing for me. Weed is what works', '0']",
"821606761299906561": "['Dope pictures https://t.co/nwlY23r5Kp', '0']",
"507366332942532608": "['how come cvs doesn't sell oxycodone yet i'm about to rip these wisdom teeth out of my mouth', '0']",
"823721914006765568": "['This my last shot of heroin ...\nI said that once and now I'm here again', '1']",
"826462350668550144": "['Who ever voted Do or Die .. ur dope', '0']",
"823236467740655616": "['I already kno i wont be selling this last gram of dope', '1']",
"826057372531572741": "['Wake and Bake had me coughing up smoke for breakfast.', '1']",
"526418593786101760": "['I hate clock change day. I'm on Oxycodone for pain, its addictive, to take at 12hr intervals. If I delay, as I must today I go into meltdown', '0']",
"820136102094917633": "['Next time I do Acid ima paint', '1']",
"460823365331058688": "['“@TGaut_: Who got adderall bruh? Exams and EOC's are coming up soon” rt', '1']",
"824965861928755201": "['when i die bury me in my dope', '1']",
"820827598544510978": "['i got love for the ganja 💚', '1']",
"821600945410895879": "['snowboarding looks so dope', '0']",
"451804040297328640": "['I need a pre adderall to get my ADD under control enough to remember to take my adderall.\n#ADDproblems', '0']",
"524236523324317696": "['k. when the adderall kicks in and you can't stop fucking talking', '0']",
"455799168943292416": "['i shouldnt be allowed on any social media sites that have direct messaging while on my vyvanse and/or adderall bc im so annoying 😅', '0']",
"818661817748746244": "['trey, which is 6 years old,  comes in my room &amp; says\n/smoke weed everyday/\n\nnow honestly idk where the hell that came from. 💀😭', '1']",
"822685834126172160": "['I just fucking love weed', '1']",
"448640315835301888": "['Lazy crazy,fuckn skitso blitz yo,crazy lines of e lixo an a 800mg quetiapine bar,take 2 vyvanse become a super star,smoke a fatie seen stars', '1']",
"504840258127552512": "['I might not take adderall until the second or third week of school', '0']",
"502956072119050242": "['Anybody tryna buy some oxycodone ??? I got plenty! Lol', '1']",
"452900105952047105": "['Might as well take this adderall and start homework. Such a great Sunday Funday.', '0']",
"819082304840671233": "['a blunt a day to make the pain go away 🔪', '1']",
"821762125613924354": "['The smell of weed is so strong in my class right now but I don't know who it is', '0']",
"825333303947489280": "['Where the weed and LSD at ?', '1']",
"818623879706918912": "['@_taralanning @Cimorelliband ACID RAIN https://t.co/RZqkFBh0RN', '0']",
"822153616752541696": "['That's what you get for your edits being dope af. https://t.co/z3F25BeHEw', '0']",
"467439409168920576": "['I need adderall nothing bothered me when I was on it', '0']",
"821180349136838656": "['Welp I'ma Smoke This Dro And Go To Sleep', '1']",
"473948110771613699": "['@aweebithopeful Lots of them. Quetiapine changed my body the most though.', '0']",
"469422054434177024": "['first day of new meds regime, the quetiapine let me sleep right through, but I feel rough now.', '0']",
"449553863792939008": "['If this test doesn't kill me, the heart attack from the mass amounts of adderall and caffeine in my system surely will.', '1']",
"816880388597387264": "['Where'd all our weed go? 😢', '1']",
"816881639620050944": "['I need weed in my hand rn', '1']",
"451012798349594624": "['Adderall Up has to be the worst April fools joke ever....right???', '0']",
"487293624162332672": "['Pictured: Me waiting for the 4 hours i have to wait between taking oxycodone pills to be over. http://t.co/Ax9zhdOcHo', '0']",
"522488098727673856": "['Adderall came on the market in 1996... I was born in 1996. Coincidence? I think not.', '0']",
"535014440253792256": "['@Real_Liam_Payne try seroquel it will knock you the fuck out but only after you consume the entire refrigerator', '0']",
"467763880736083968": "['@virginmarley i get hyper from that.  Seroquel is known for the drugs that gives you the biggest high and is legal. It's a weightgainer.....', '0']",
"532366883484606464": "['My ribs/back hurting so bad I took two Oxycodone pills 😣', '0']",
"463890564547477504": "['“@DayOneShola: Lol I have adderall for the Ap calculus test tomorrow 😀” ima sell that in college 😂😂', '1']",
"494505477862985728": "['@Womenspeakup @afaduln2 @MtnMD @Walgreens Over the past 3 years 52 Walgreens are among the top 100 oxycodone purchasers in the state of FL.', '0']",
"502315623796723713": "['u ever just really look forward to taking a bunch of adderall and getting ur shit together', '0']",
"525502243056128000": "['Pretty sure #panera puts adderall in their food.#productivity', '0']",
"513157467447250944": "['Was just told by an ex-con at a bar that he would snort oxycodone off of my body, so that's how my nights going', '0']",
"825020528763162624": "['@colorsworldinc I hope a lot of dope people', '0']",
"825489514151899136": "['Wutanged a blunt hahah', '1']",
"825021329661259777": "['Def looks dope https://t.co/AhzGk2iT6D', '0']",
"825602817633157120": "['smoking weed is mandatory, I go through too much shit.', '1']",
"818639465920901121": "['Me and my bff are gunna trip acid and I'm excited', '1']",
"490168541765971968": "['This Adderall got me on the fast track to twitter jail', '0']",
"488862710885408768": "['@GrindingCod yep your defiantly better haha you bought your account &amp; use adderall Ha the real world will DESTROY YOU http://t.co/T0F6pUHP5i', '0']",
"484764571715239936": "['I'm gonna need some adderall if I'm hoping to pass this class..', '1']",
"817778728000430080": "['Tried to step on the balcony to smoke a blunt and everytime I took a puff of delight the damn cold just kept slapping the high out my mouth', '1']",
"501849702644842496": "['Adderall for breakfast and a pain killer for lunch. #writingandwaxing', '0']",
"514250647005196288": "['Can I just be prescribed to adderall or vyvanse, please. I can't focus on anything to save my life.', '0']",
"483682291235823616": "['and what the fuCK why is adderall banned in Korea I'm smdh', '0']",
"504312999428235264": "['They should just hand out adderall with the summer assignments', '1']",
"498519226555330560": "['@Nicolacatrin @aimes_wilson @at_las7 i'm on citalopram, propranolol, quetiapine and respiridone, but think I'll stop the anti-psychs.', '0']",
"822025915349667842": "['Vegas is dope', '1']",
"821022443473108999": "['Kansas City still dope though', '0']",
"496745747686379520": "['To everyone last night... I'm not good on oxycodone', '0']",
